lon,lat,checkin_num
103.92556,30.57301,3
103.92244,30.57996,1
103.93151,30.57092,1
103.91734,30.57978,1
103.91771,30.57521,1
103.92063,30.57475,6
103.92183,30.5677,14
103.91578,30.56204,1
103.92198,30.57357,1
103.92327,30.57194,2
103.91498,30.56909,2
103.92467,30.57178,1
103.91648,30.57271,1
103.92625,30.56103,6
103.92633,30.56166,1
103.91859,30.56437,1
103.9258,30.55964,7
103.92814,30.56908,1
103.92469,30.57019,2
103.92896,30.56245,2
103.93161,30.56056,1
103.92201,30.5685,5
103.93273,30.56199,1
103.92093,30.56602,1
103.92465,30.56594,1
103.92532,30.56001,1
103.92385,30.56357,1
103.91897,30.56772,1
103.9381,30.5739,2
103.91518,30.57104,1
104.0747227,30.55491064,115
104.0581612,30.55074423,584
103.99073,30.57693,573
104.068518,30.55765793,187
104.05335,30.57675,235
103.95951,30.57326,139
103.9768148,30.55917914,199
103.96704,30.56263,561
104.07276,30.56039,124
103.95738,30.57231,72
103.94099,30.58504,220
104.01119,30.57749,171
103.99012,30.5761,435
103.96994,30.561889,273
104.07416,30.56025,74
103.99916,30.57229,483
104.02994,30.57743,154
103.961395,30.574369,143
104.0641116,30.57538384,402
103.9820364,30.57250113,313
104.07042,30.55113,186
104.07212,30.55626,132
104.03304,30.55776,290
104.07226,30.56965,89
103.9712068,30.5652019,315
104.0010529,30.55277824,352
103.955253,30.569377,158
103.95581,30.568777,349
104.0730897,30.55993576,95
104.06414,30.58265,279
104.08097,30.56096,323
104.0758297,30.55305859,75
103.98874,30.5607,319
104.07209,30.55046,45
104.0011143,30.56898,178
103.9886564,30.57982829,333
104.0641936,30.58252238,251
103.9947387,30.55477102,757
104.04784,30.55186,96
103.9887845,30.57811578,211
104.05235,30.58848,64
104.07532,30.56122,51
104.0895,30.55574,339
104.060268,30.57778,209
103.99095,30.5713,402
103.95597,30.576917,419
104.07046,30.550157,145
104.016666,30.553318,252
104.0737354,30.55208767,33
104.04648,30.58578,61
104.0752351,30.5514771,304
104.07351,30.5514,471
103.9942127,30.55534102,1892
104.0703076,30.5593874,199
104.04705,30.55479,684
104.0003763,30.57577311,1547
104.0643435,30.57557598,246
103.9571495,30.57958289,132
103.995419,30.55628774,1064
104.03314,30.58039,452
104.07644,30.55623,390
104.0186,30.55485,264
103.98362,30.58065,956
103.9875513,30.60203889,651
103.97983,30.57169,297
103.9582394,30.57923134,109
103.9897933,30.56735216,1054
103.957077,30.57434082,99
104.02598,30.58823,269
104.05446,30.5518,246
103.9726959,30.56096571,511
103.99637,30.55212,238
104.00113,30.60371,1117
104.0436252,30.55820611,550
103.9727598,30.56568881,348
104.007296,30.555753,1305
103.99187,30.56816,2610
104.0523882,30.55556396,2010
103.9575069,30.57859061,490
104.01704,30.57268,427
103.98375,30.57249,1586
104.055032,30.588161,1539
103.9800857,30.57396267,1822
103.97097,30.56158,3294
104.02684,30.56908,463
104.0619163,30.57234819,1571
103.9555969,30.57905006,309
104.033081,30.586914,501
103.99187,30.56816,936
103.958523,30.579177,290
104.00542,30.58337,3849
104.031282,30.55120928,1592
104.0228365,30.56300524,416
104.07209,30.55046,299
103.96354,30.56213,479
104.08927,30.55779,1638
103.9835063,30.59909581,1426
103.9824,30.56638,874
104.037262,30.58672142,1168
103.9831795,30.56785699,1885
103.9583893,30.5744381,225
104.0659574,30.57578425,484
103.98484,30.57839,1451
104.0728291,30.55968577,474
103.9942943,30.57251509,349
104.00882,30.60271,1224
103.95852,30.57917,17360
103.95865,30.5747,9274
103.95851,30.57917,5906
104.0739,30.55869,13516
103.9530327,30.5727629,2927
104.0790705,30.5561734,7947
103.95854,30.56933,1824
103.9648823,30.57222709,2781
103.97279,30.56351,25697
104.0447872,30.55441991,4920
103.9585662,30.57915076,1373
103.9588823,30.57924427,3078
103.9894967,30.58365491,11714
103.9559783,30.57718322,1005
104.0705007,30.5614628,3820
104.0661225,30.58245767,3408
103.96793,30.57044,1890
104.01102,30.57791,3023
104.063873,30.575933,12771
103.9563634,30.57621324,694
104.052222,30.59018927,3192
104.00375,30.56757,5771
104.03233,30.58626,2225
104.0719426,30.55928928,4795
104.0015637,30.557197,4036
104.0314965,30.59096359,1857
103.997094,30.55224,11577
104.0688071,30.55496628,1946
104.07382,30.55471,2417
104.0003929,30.55444242,4451
104.07387,30.55799,1896
103.98796,30.57359,4009
104.072092,30.550462,689
104.0265353,30.57581018,1023
103.99521,30.58041,188
103.98136,30.57253,54
103.98979,30.57884,211
103.96344,30.56278,37
104.05793,30.56682,42
104.0352713,30.55614465,241
